Date,Open,High,Low,Close
2009-11-10,134.91,135.36,134.12,134.54
2009-11-11,134.51,135.32,133.79,134.66
2009-11-12,134.64,135.02,133.92,134.14
2009-11-13,134.15,134.44,132.82,133.61
2009-11-16,133.63,134.32,133.18,133.39
2009-11-17,133.37,133.58,132.43,132.75
2009-11-18,132.74,133.98,132.58,133.6
2009-11-19,133.58,133.73,131.73,132.62
2009-11-20,132.62,132.96,131.78,132.04
2009-11-23,131.88,133.58,131.86,133.23
2009-11-24,133.19,133.23,132.01,132.41
2009-11-25,132.43,132.67,131.49,132.16
2009-11-26,132.15,132.21,129.52,129.65
2009-11-27,129.64,130.14,126.91,129.58
2009-11-30,129.96,130.8,128.97,129.53
2009-12-01,129.52,131.27,129.3,130.74
2009-12-02,130.75,131.96,130.61,131.81
2009-12-03,131.82,133.52,131.77,133.02
2009-12-04,133.01,134.55,132.48,134.48
2009-12-07,134.22,134.31,132.36,132.49
2009-12-08,132.53,132.66,129.64,129.87
2009-12-09,129.91,130.45,128.77,129.65
2009-12-10,129.66,130.35,129.03,130.08
2009-12-11,130.06,131.57,129.89,130.15
2009-12-14,130.47,130.61,129.16,129.93
2009-12-15,129.91,130.73,129.44,130.37
2009-12-16,130.35,130.76,129.93,130.45
2009-12-17,130.47,130.67,128.81,128.95
2009-12-18,128.91,130,127.54,129.7
2009-12-21,129.55,130.35,129.21,130.12
2009-12-22,130.09,131.07,129.95,130.87
2009-12-23,130.86,131.46,130.54,131.22
2009-12-24,131.22,131.86,130.88,131.54
2009-12-28,131.58,131.91,131.36,131.72
2009-12-29,131.7,132.59,131.65,132.01
2009-12-30,132,132.78,131.79,132.5
2009-12-31,132.52,133.58,132.51,133.29
2010-01-04,133.1,133.77,132.38,133.16
2010-01-05,133.14,133.44,131.44,131.72
2010-01-06,131.74,133.49,131.25,132.96
2010-01-07,132.96,134.11,132.37,133.87
2010-01-08,133.86,133.97,132.42,133.41
2010-01-11,133.41,134.37,133.38,133.58
2010-01-12,133.58,133.78,131.6,132.04
2010-01-13,132.06,133.18,131.52,132.48
2010-01-14,132.49,133.62,131.71,132.28
2010-01-15,132.27,132.38,130.28,130.55
2010-01-18,130.4,130.92,130.09,130.39
2010-01-19,130.43,130.71,129.61,130.19
2010-01-20,130.17,130.31,128.38,128.73
2010-01-21,128.75,129.48,127.04,127.34
2010-01-22,127.34,128.16,126.54,126.94
2010-01-25,127.27,128.13,127.06,127.66
2010-01-26,127.67,128.37,125.67,126.15
2010-01-27,126.17,126.39,125.22,126.27
2010-01-28,126.27,127.07,125.08,125.48
2010-01-29,125.49,126.66,124.8,125.12
2010-02-01,125.03,126.5,124.74,126.36
2010-02-02,126.37,126.65,125.82,126.22
2010-02-03,126.23,126.94,125.97,126.35
2010-02-04,126.33,126.36,121.57,122.33
2010-02-05,122.33,123.28,120.68,122.03
2010-02-08,121.74,122.76,121.56,121.89
2010-02-09,121.89,124.16,121.77,123.88
2010-02-10,123.85,124.25,122.67,123.55
2010-02-11,123.55,124.13,122.05,122.81
2010-02-12,122.79,123.07,121.38,122.57
2010-02-15,122.55,122.86,122.25,122.44
2010-02-16,122.45,124.47,122.31,124.11
2010-02-17,124.11,124.83,123.41,123.98
2010-02-18,123.97,124.43,122.74,124.12
2010-02-19,124.17,124.78,123.52,124.54
2010-02-22,124.72,125.22,123.65,124.02
2010-02-23,124.03,124.52,121.55,121.89
2010-02-24,121.88,122.59,121.61,122.08
2010-02-25,122.07,122.28,119.64,120.7
2010-02-26,120.68,121.63,120.49,121.26
2010-03-01,121.13,121.89,120.06,120.99
2010-03-02,120.98,121.32,119.76,120.76
2010-03-03,120.78,121.71,120.61,121.2
2010-03-04,121.23,121.8,120.29,120.99
2010-03-05,121.01,123.31,120.98,122.98
2010-03-08,123.34,123.88,122.81,123.03
2010-03-09,123.01,123.04,121.43,122.27
2010-03-10,122.28,124,121.86,123.6
2010-03-11,123.58,123.94,123,123.92
2010-03-12,123.91,125.18,123.67,124.66
2010-03-15,124.67,124.96,123.32,123.61
2010-03-16,123.63,124.58,123.2,124.3
2010-03-17,124.32,125.05,123.89,124.15
2010-03-18,124.13,124.25,122.64,123.11
2010-03-19,123.09,123.33,122.24,122.48
2010-03-22,122.3,122.61,121.05,122.21
2010-03-23,122.19,122.62,121.74,121.93
2010-03-24,121.95,123.01,121.41,122.75
2010-03-25,122.78,123.87,122.25,123.04
2010-03-26,123.04,124.17,122.96,124.05
2010-03-29,124.53,125.06,124.09,124.68
2010-03-30,124.7,125.43,124.17,124.49
2010-03-31,124.5,126.53,124.43,126.22
2010-04-01,126.22,127.54,125.94,127.51
2010-04-02,127.49,127.85,126.97,127.73
2010-04-05,127.71,127.8,126.91,127.15
2010-04-06,127.17,127.34,125.35,125.55
2010-04-07,125.54,126.15,124.32,124.4
2010-04-08,124.38,124.83,123.42,124.74
2010-04-09,124.72,125.79,124.66,125.77
2010-04-12,126.84,127.42,126.56,126.61
2010-04-13,126.63,127.04,125.69,126.88
2010-04-14,126.88,127.66,126.77,127.31
2010-04-15,127.31,127.66,125.82,126.4
2010-04-16,126.39,126.41,123.86,124.42
2010-04-19,123.96,124.79,123.15,124.66
2010-04-20,124.66,125.61,124.47,125.3
2010-04-21,125.28,125.51,124.28,124.67
2010-04-22,124.67,125.16,123.32,124.15
2010-04-23,124.17,126.04,123.4,125.75
2010-04-26,125.56,126.29,125.04,125.9
2010-04-27,125.89,125.94,122.33,122.52
2010-04-28,122.57,124.88,122.46,124.32
2010-04-29,124.36,124.87,123.74,124.59
2010-04-30,124.57,125.93,124.37,124.74
2010-05-03,125.21,125.4,123.97,124.73
2010-05-04,124.71,125.43,122.61,122.8
2010-05-05,122.79,123.37,119.93,120.43
2010-05-06,120.39,120.7,110.64,114.72
2010-05-07,114.74,118.88,113.61,116.75
2010-05-10,119.88,122.29,118.07,119.36
2010-05-11,119.35,119.39,116.88,117.05
2010-05-12,117.05,118.39,116.58,117.76
2010-05-13,117.73,118.69,115.92,116.05
2010-05-14,116.08,117,113.5,114.3
2010-05-17,114,114.9,112.47,114.77
2010-05-18,114.77,115.47,111.83,112.05
2010-05-19,112.05,114.09,110.84,114.04
2010-05-20,114.02,114.02,109.46,111.3
2010-05-21,111.35,114.38,111.25,113.1
2010-05-24,113.14,113.26,111.09,111.43
2010-05-25,111.46,111.97,108.83,111.72
2010-05-26,111.7,111.8,109.2,109.41
2010-05-27,109.4,112.75,109.3,112.38
2010-05-28,112.39,113.64,111.34,111.73
2010-05-31,111.73,112.91,111.56,112.21
2010-06-01,112.18,112.82,109.73,111.1
2010-06-02,111.1,113.05,111.05,112.96
2010-06-03,112.95,114.14,112.12,112.57
2010-06-04,112.59,113.35,109.38,109.95
2010-06-07,109.74,110.28,108.05,109
2010-06-08,109,110.03,108.33,109.49
2010-06-09,109.47,110.59,108.85,109.43
2010-06-10,109.44,110.84,108.97,110.64
2010-06-11,110.63,111.37,110.27,110.97
2010-06-14,111.21,112.86,111.06,111.9
2010-06-15,111.91,113.04,110.86,112.77
2010-06-16,112.75,113.3,111.71,112.4
2010-06-17,112.38,113.17,111.63,112.53
2010-06-18,112.51,112.8,111.91,112.34
2010-06-21,112.39,113.38,111.84,112.16
2010-06-22,112.16,112.46,110.85,111.03
2010-06-23,111.02,111.36,109.86,110.7
2010-06-24,110.71,111.02,109.52,110.44
2010-06-25,110.45,110.86,109.57,110.35
2010-06-28,110.56,110.8,109.59,109.74
2010-06-29,109.75,109.86,107.32,107.9
2010-06-30,107.94,109.09,107.67,108.12
2010-07-01,108.11,109.84,107.5,109.84
2010-07-02,109.82,110.71,109.44,110.27
2010-07-05,110.13,110.41,109.68,110.03
2010-07-06,110.02,110.85,109.14,110.55
2010-07-07,110.55,110.93,109.32,110.82
2010-07-08,110.82,112.48,110.72,112.24
2010-07-09,112.26,112.66,111.52,112
2010-07-12,112.1,112.39,111.12,111.57
2010-07-13,111.58,112.91,110.69,112.85
2010-07-14,112.84,113.29,112,112.64
2010-07-15,112.63,113.33,111.83,112.97
2010-07-16,113,113.35,111.51,111.92
2010-07-19,111.78,113.04,111.43,112.34
2010-07-20,112.3,113.32,111.44,112.72
2010-07-21,112.71,112.82,110.77,110.92
2010-07-22,110.92,112.7,110,112.16
2010-07-23,112.15,112.98,111.59,112.83
2010-07-26,112.91,113.46,112.2,112.95
2010-07-27,112.95,114.41,112.76,114.21
2010-07-28,114.2,114.72,113.22,113.45
2010-07-29,113.47,114.14,113.17,113.64
2010-07-30,113.63,113.68,112.04,112.79
2010-08-02,112.85,114.17,112.69,113.86
2010-08-03,113.85,114.13,113.09,113.5
2010-08-04,113.49,113.66,112.69,113.55
2010-08-05,113.54,113.88,112.76,113.18
2010-08-06,113.17,113.7,112.57,113.5
2010-08-09,113.44,113.92,113.27,113.63
2010-08-10,113.63,113.73,112.27,112.4
2010-08-11,112.42,112.59,109.31,109.51
2010-08-12,109.49,110.87,109.2,110.14
2010-08-13,110.16,111.1,109.53,109.95
2010-08-16,110.06,110.25,109.16,109.4
2010-08-17,109.41,110.41,109.05,110.19
2010-08-18,110.18,110.32,109.57,109.73
2010-08-19,109.75,110.12,109.19,109.29
2010-08-20,109.32,109.59,108.23,108.75
2010-08-23,108.75,108.85,107.61,107.61
2010-08-24,107.64,107.79,105.43,106.28
2010-08-25,106.26,107.61,106.26,107.13
2010-08-26,107.13,108,107.07,107.4
2010-08-27,107.39,108.87,106.98,108.75
2010-08-30,108.94,109.55,107,107.06
2010-08-31,107.06,107.74,106.16,106.8
2010-09-01,106.79,108.58,106.56,108.11
2010-09-02,108.1,108.29,107.45,108.11
2010-09-03,108.11,109.52,107.9,108.74
2010-09-06,108.59,108.93,108.27,108.31
2010-09-07,108.3,108.37,106.22,106.24
2010-09-08,106.24,107.1,105.77,106.68
2010-09-09,106.69,106.94,105.95,106.44
2010-09-10,106.45,107.36,106.23,106.68
2010-09-13,106.97,107.91,106.97,107.82
2010-09-14,107.81,108.22,106.78,107.82
2010-09-15,107.82,111.59,107.72,111.57
2010-09-16,111.56,112.38,110.64,112.22
2010-09-17,112.22,112.95,111.59,112.06
2010-09-20,111.9,112.33,111.67,111.92
2010-09-21,111.93,112.88,111.46,112.82
2010-09-22,112.82,113.51,112.56,113.27
2010-09-23,113.28,113.4,112.22,112.36
2010-09-24,112.35,113.75,112.3,113.57
2010-09-27,113.65,113.74,113.07,113.27
2010-09-28,113.27,114,112.66,113.87
2010-09-29,113.85,114.18,113.48,114.03
2010-09-30,114.05,114.23,112.97,113.78
2010-10-01,113.78,114.86,113.75,114.74
2010-10-04,114.81,115.28,113.74,114.06
2010-10-05,114.07,115.33,113.86,115.12
2010-10-06,115.12,115.63,114.67,115.45
2010-10-07,115.43,115.66,114.22,114.5
2010-10-08,114.5,114.93,113.67,114.05
2010-10-11,114.2,114.72,113.82,113.92
2010-10-12,113.94,114.14,112.83,113.84
2010-10-13,113.86,114.66,113.78,114.17
2010-10-14,114.18,114.77,113.98,114.7
2010-10-15,114.7,114.7,113.53,113.8
2010-10-18,113.78,113.79,112.37,113.35
2010-10-19,113.35,113.63,111.79,112.13
2010-10-20,112.13,113.35,111.54,113.24
2010-10-21,113.26,113.89,112.78,113.19
2010-10-22,113.19,113.72,112.6,113.5
2010-10-25,113.53,113.78,112.53,112.7
2010-10-26,112.71,113.25,112.39,112.84
2010-10-27,112.82,113.18,112.22,112.52
2010-10-28,112.55,112.97,112.18,112.82
2010-10-29,112.81,112.95,111.52,112.1
2010-11-01,112.24,113.08,111.74,111.94
2010-11-02,111.92,113.46,111.89,113.18
2010-11-03,113.16,114.83,112.8,114.5
2010-11-04,114.51,115.41,114.02,114.77
2010-11-05,114.74,115.03,113.89,114
2010-11-08,114.22,114.28,112.64,112.88
2010-11-09,112.89,113.03,111.71,112.35
2010-11-10,112.39,113.77,112.22,113.31
2010-11-11,113.31,113.53,112.5,112.69
2010-11-12,112.68,113.38,111.03,112.93
2010-11-15,112.85,113.61,112.58,112.87
2010-11-16,112.88,113.39,112.24,112.41
2010-11-17,112.41,112.78,112.31,112.51
2010-11-18,112.51,114.08,112.5,113.86
2010-11-19,113.85,114.3,113.51,114.19
2010-11-22,114.6,114.94,113.22,113.45
2010-11-23,113.45,113.64,110.73,111.22
2010-11-24,111.2,111.75,110.3,111.41
2010-11-25,111.41,111.89,110.99,111.64
2010-11-26,111.66,111.82,110.56,111.34
2010-11-29,111.54,111.67,110.23,110.42
2010-11-30,110.46,110.69,108.33,108.6
2010-12-01,108.61,110.75,108.42,110.46
2010-12-02,110.46,111.19,109.97,110.8
2010-12-03,110.8,111.1,109.87,110.71
2010-12-06,110.88,111.08,109.63,109.95
2010-12-07,109.95,111.09,109.55,110.72
2010-12-08,110.74,111.47,110.51,111.46
2010-12-09,111.46,111.64,110.57,110.85
2010-12-10,110.85,111.12,110.48,111.01
2010-12-13,110.9,112.06,110.63,111.73
2010-12-14,111.72,112.19,111.51,111.89
2010-12-15,111.89,112.1,111.23,111.43
2010-12-16,111.43,111.61,111.06,111.21
2010-12-17,111.22,111.93,110.38,110.73
2010-12-20,110.55,110.69,109.56,109.92
2010-12-21,109.92,110.48,109.6,109.69
2010-12-22,109.68,110.09,109.18,109.48
2010-12-23,109.49,109.6,108.44,108.82
2010-12-24,108.8,109.04,108.56,108.64
2010-12-27,108.7,109.06,108.39,108.95
2010-12-28,108.94,109.49,107.6,108.02
2010-12-29,108.01,108.08,107.6,107.92
2010-12-30,107.93,108.91,107.59,108.29
2010-12-31,108.29,108.9,108.27,108.61
2011-01-03,108.05,109.24,107.76,109.1
2011-01-04,109.1,110.25,108.61,109.26
2011-01-05,109.24,109.75,108.48,109.43
2011-01-06,109.43,109.66,108.12,108.26
2011-01-07,108.27,108.57,106.96,107.18
2011-01-10,107.2,107.64,106.79,107.04
2011-01-11,107.04,108.26,107.04,108.08
2011-01-12,108.11,109.08,107.84,109.01
2011-01-13,108.99,110.68,108.68,110.46
2011-01-14,110.49,110.98,110.03,110.92
2011-01-17,110.78,110.98,109.58,109.77
2011-01-18,109.78,111.14,109.57,110.56
2011-01-19,110.56,111.05,110.33,110.47
2011-01-20,110.46,111.91,110.3,111.73
2011-01-21,111.75,112.49,111.62,112.47
2011-01-24,112.49,112.89,112.23,112.58
2011-01-25,112.57,112.78,111.81,112.44
2011-01-26,112.44,112.92,112.14,112.62
2011-01-27,112.66,114,112.43,113.72
2011-01-28,113.74,113.81,111.5,111.77
2011-01-31,111.53,112.68,111.38,112.35
2011-02-01,112.35,112.69,111.87,112.48
2011-02-02,112.49,112.91,112.19,112.57
2011-02-03,112.56,112.86,111.04,111.21
2011-02-04,111.21,112.06,110.78,111.63
2011-02-07,111.61,112.19,111.22,111.79
2011-02-08,111.8,112.31,111.59,112.14
2011-02-09,112.14,113.2,112.06,113.02
2011-02-10,113.03,113.4,112.61,113.29
2011-02-11,113.32,113.44,112.76,113.06
2011-02-14,112.88,112.9,112.08,112.32
2011-02-15,112.33,113.39,112.33,112.93
2011-02-16,112.93,113.64,112.88,113.45
2011-02-17,113.47,113.67,113.05,113.36
2011-02-18,113.36,113.93,112.94,113.9
2011-02-21,113.77,114.23,113.55,113.68
2011-02-22,113.67,113.91,112.2,113.02
2011-02-23,113.03,113.83,113.02,113.32
2011-02-24,113.32,113.53,112.18,113.06
2011-02-25,113.06,113.43,112.22,112.28
2011-02-28,112.28,113.34,111.96,112.91
2011-03-01,112.91,113.73,112.73,112.83
2011-03-02,112.83,113.58,112.52,113.42
2011-03-03,113.42,115.16,113.09,115.04
2011-03-04,115.04,115.97,114.87,115.15
2011-03-07,115.07,115.25,114.54,114.99
2011-03-08,114.98,115.22,114.55,114.94
2011-03-09,114.98,115.25,114.74,115.07
2011-03-10,115.09,115.25,114.2,114.41
2011-03-11,114.42,115.01,112.93,113.79
2011-03-14,113.73,114.81,113.24,114.35
2011-03-15,114.36,114.64,111.97,112.88
2011-03-16,112.92,113.48,106.58,109.19
2011-03-17,109.21,111.25,109.21,110.99
2011-03-18,111.02,115.54,110.81,114.3
2011-03-21,114.7,115.5,114.45,115.49
2011-03-22,115.49,115.54,114.83,115
2011-03-23,115,115.03,113.87,114.12
2011-03-24,114.12,114.96,113.54,114.85
2011-03-25,114.85,115.21,114.48,114.6
2011-03-28,114.3,115.3,114.19,115.09
2011-03-29,115.08,116.41,114.79,116.35
2011-03-30,116.34,117.26,116.21,117.14
2011-03-31,117.15,117.99,116.73,117.91
2011-04-01,117.89,119.8,117.82,119.65
2011-04-04,119.76,120.05,119.18,119.64
2011-04-05,119.63,121.2,119.32,121.1
2011-04-06,121,122.61,120.85,122.39
2011-04-07,122.4,122.53,120.75,121.62
2011-04-08,121.61,123.07,121.33,122.75
2011-04-11,122.74,123.32,122.01,122.17
2011-04-12,122.24,122.4,120.15,120.95
2011-04-13,120.99,122.15,120.77,121.18
2011-04-14,121.16,121.35,119.32,120.93
2011-04-15,120.92,121.46,119.68,119.94
2011-04-18,119.86,120.05,116.48,117.36
2011-04-19,117.48,118.44,117.07,118.32
2011-04-20,118.36,120.4,118.26,119.84
2011-04-21,119.89,120.26,118.65,119.16
2011-04-22,119.17,119.71,118.81,119.22
2011-04-25,119.15,120.03,119.06,119.28
2011-04-26,119.29,119.89,118.48,119.52
2011-04-27,119.52,121.57,119.43,121.51
2011-04-28,121.47,121.83,120.41,120.88
2011-04-29,120.9,121.15,120.06,120.24
2011-05-02,120.26,121.05,120.07,120.44
2011-05-03,120.45,120.6,119.21,120
2011-05-04,120.01,120.83,119.27,119.57
2011-05-05,119.57,119.77,116.13,116.8
2011-05-06,116.8,117.59,115.2,115.43
2011-05-09,115.87,116.46,115.01,115.24
2011-05-10,115.24,116.55,114.79,116.53
2011-05-11,116.53,116.89,114.56,115.23
2011-05-12,115.24,115.61,114.18,115.34
2011-05-13,115.35,115.54,113.5,113.96
2011-05-16,113.84,115.23,113.4,114.49
2011-05-17,114.5,116.22,114.27,115.91
2011-05-18,115.89,116.43,115.23,116.4
2011-05-19,116.39,117.22,116.2,116.86
2011-05-20,116.88,117.17,115.51,115.7
2011-05-23,115.55,115.6,113.85,115.1
2011-05-24,115.12,116.17,114.72,115.65
2011-05-25,115.64,115.78,114.72,115.52
2011-05-26,115.52,116.37,114.46,115
2011-05-27,115,116,114.66,115.68
2011-05-30,115.66,115.68,115.19,115.64
2011-05-31,115.65,117.8,115.64,117.32
2011-06-01,117.29,117.71,115.76,115.89
2011-06-02,115.9,117.33,115.86,117.32
2011-06-03,117.32,117.58,115.91,117.51
2011-06-06,117.39,117.7,116.57,116.78
2011-06-07,116.81,117.9,116.76,117.67
2011-06-08,117.66,117.84,116.28,116.49
2011-06-09,116.5,117.45,115.91,116.64
2011-06-10,116.63,116.85,114.95,115.22
2011-06-13,115.04,115.76,115.01,115.63
2011-06-14,115.65,116.7,115.26,116.3
2011-06-15,116.31,116.49,114.54,114.67
2011-06-16,114.69,114.97,113.5,114.58
2011-06-17,114.56,114.8,113.73,114.52
2011-06-20,114.4,114.98,113.58,114.85
2011-06-21,114.84,115.77,114.65,115.57
2011-06-22,115.6,115.77,115.13,115.14
2011-06-23,115.13,115.39,113.83,114.69
2011-06-24,114.71,114.9,113.77,114.1
2011-06-27,114.15,115.61,113.84,115.6
2011-06-28,115.57,116.67,115.12,116.44
2011-06-29,116.42,117.16,115.89,116.63
2011-06-30,116.62,117.2,116.12,116.75
2011-07-01,116.77,117.48,116.76,117.41
2011-07-04,117.51,117.74,117.03,117.39
2011-07-05,117.37,117.62,116.69,116.96
2011-07-06,116.96,117.03,115.54,115.88
2011-07-07,115.89,116.8,115.53,116.63
2011-07-08,116.62,116.8,114.65,114.98
2011-07-11,114.55,114.76,112.33,112.71
2011-07-12,112.73,112.94,109.58,110.6
2011-07-13,110.55,112.14,110.5,112.02
2011-07-14,112.13,112.69,111.64,111.96
2011-07-15,111.97,112.34,111.36,112.01
2011-07-18,111.71,111.86,110.65,111.5
2011-07-19,111.48,112.31,111.17,112.06
2011-07-20,112.05,112.35,111.67,112.12
2011-07-21,112.17,113.28,111.47,113.26
2011-07-22,113.24,113.56,112.26,112.76
2011-07-25,112.67,113.01,112.03,112.48
2011-07-26,112.49,113.48,112.27,113.13
2011-07-27,113.11,113.23,111.93,111.93
2011-07-28,111.94,112.09,110.82,111.3
2011-07-29,111.35,111.55,110.39,110.51
2011-08-01,111.13,112.23,108.73,110.31
2011-08-02,110.28,110.9,109.19,109.79
2011-08-03,109.72,110.65,109.07,110.56
2011-08-04,110.65,114.17,110.45,111.58
2011-08-05,111.39,112.27,110.34,111.92
2011-08-08,112.31,112.35,109.75,110.26
2011-08-09,110.29,111.2,109.1,111.17
2011-08-10,111.25,111.25,108.3,108.73
2011-08-11,108.71,109.84,108.03,109.45
2011-08-12,109.45,109.6,108.52,109.28
2011-08-15,109.72,111.04,109.59,110.97
2011-08-16,110.95,111.05,110.1,110.62
2011-08-17,110.61,110.97,109.78,110.49
2011-08-18,110.53,110.71,109.25,109.61
2011-08-19,109.63,110.26,109.01,110.2
2011-08-22,110.41,110.92,110.01,110.32
2011-08-23,110.32,111.09,110.07,110.65
2011-08-24,110.65,111.14,110.15,110.88
2011-08-25,110.89,111.66,110.61,111.34
2011-08-26,111.31,111.59,110.13,111.17
2011-08-29,111.18,111.93,111,111.54
2011-08-30,111.55,111.79,110.44,110.79
2011-08-31,110.8,110.88,109.9,110.24
2011-09-01,110.25,110.93,109.52,109.72
2011-09-02,109.68,109.88,108.85,109.07
2011-09-05,108.85,108.9,108.14,108.44
2011-09-06,108.43,109.94,107.83,108.58
2011-09-07,108.57,109.08,108.27,108.82
2011-09-08,108.84,109.03,107.54,107.62
2011-09-09,107.64,107.98,105.3,106.06
2011-09-12,105.26,105.75,103.9,105.36
2011-09-13,105.37,105.56,104.41,105.2
2011-09-14,105.2,105.58,104.54,105.4
2011-09-15,105.39,106.98,105.08,106.5
2011-09-16,106.48,106.52,105.54,105.95
2011-09-19,105.23,105.48,103.95,104.69
2011-09-20,104.78,105.17,103.97,104.75
2011-09-21,104.72,105.29,103.67,103.87
2011-09-22,103.85,104.37,102.23,102.64
2011-09-23,102.66,103.73,102.24,103.39
2011-09-26,103.43,103.77,101.92,103.31
2011-09-27,103.33,104.95,102.86,104.25
2011-09-28,104.26,104.5,103.5,103.51
2011-09-29,103.53,104.93,103.31,104.36
2011-09-30,104.37,104.4,103.02,103.12
2011-10-03,102.91,103.23,100.75,101.07
2011-10-04,101.06,102.78,100.8,102.49
2011-10-05,102.49,102.73,101.62,102.49
2011-10-06,102.48,103.1,101.68,102.97
2011-10-07,102.98,103.87,102.59,102.64
2011-10-10,102.82,104.99,102.73,104.56
2011-10-11,104.55,104.9,104.02,104.67
2011-10-12,104.65,107.04,104.18,106.43
2011-10-13,106.46,106.56,105.12,105.87
2011-10-14,105.88,107.44,105.58,107.16
2011-10-17,107.08,107.67,105.36,105.54
2011-10-18,105.52,106.2,104.77,105.46
2011-10-19,105.47,106.55,105.32,105.71
2011-10-20,105.7,106.3,104.87,105.85
2011-10-21,105.81,106.1,105.01,105.98
2011-10-24,105.72,106.46,105.14,106.04
2011-10-25,106.02,106.32,105.26,105.81
2011-10-26,105.83,106.16,104.75,105.96
2011-10-27,105.92,108.12,105.67,107.74
2011-10-28,107.73,107.9,107.08,107.27
2011-10-31,107.14,111.56,107,108.36
2011-11-01,108.36,109.25,106.49,107.09
2011-11-02,107.09,107.9,106.89,107.19
2011-11-03,107.18,108.06,106.57,107.89
2011-11-04,107.88,108.27,107.21,107.9
2011-11-07,107.94,107.97,106.86,107.47
2011-11-08,107.49,107.63,107.09,107.49
2011-11-09,107.5,107.57,105.13,105.13
2011-11-10,105.17,105.98,104.72,105.68
2011-11-11,105.66,106.38,105.36,106.15
2011-11-14,106.34,106.45,104.76,105.01
2011-11-15,105.01,105.52,103.98,104.2
2011-11-16,104.21,104.38,103.4,103.63
2011-11-17,103.65,104.16,103.41,103.7
2011-11-18,103.68,104.27,103.51,104.02
2011-11-21,104,104.21,103.23,103.75
2011-11-22,103.74,104.35,103.69,104.03
2011-11-23,104.01,104.13,103.05,103.15
2011-11-24,103.15,103.46,102.7,102.9
2011-11-25,102.91,103.25,102.49,102.91
2011-11-28,103.16,104.5,103.08,103.94
2011-11-29,103.87,104.4,103.44,103.92
2011-11-30,103.92,104.72,103.33,104.28
2011-12-01,104.29,105.04,104.2,104.61
2011-12-02,104.6,105.67,104.1,104.43
2011-12-05,104.67,104.99,104,104.26
2011-12-06,104.26,104.34,103.63,104.15
2011-12-07,104.15,104.53,103.77,104.16
2011-12-08,104.17,104.2,103,103.58
2011-12-09,103.6,104.41,103.13,103.92
2011-12-12,103.73,103.87,102.61,102.63
2011-12-13,102.66,102.98,101.46,101.62
2011-12-14,101.62,101.82,101.09,101.38
2011-12-15,101.36,101.6,101.04,101.43
2011-12-16,101.42,101.79,101.12,101.42
2011-12-19,101.36,101.61,101.26,101.42
2011-12-20,101.4,102.17,101.38,101.81
2011-12-21,101.82,102.52,101.45,101.79
2011-12-22,101.79,102.35,101.72,102.01
2011-12-23,101.99,102.2,101.73,101.82
2011-12-26,101.83,101.98,101.7,101.81
2011-12-27,101.81,101.91,101.65,101.76
2011-12-28,101.78,101.79,100.72,100.82
2011-12-29,100.84,100.85,100.05,100.53
2011-12-30,100.52,100.69,99.49,99.66
2012-01-02,99.78,99.83,99.33,99.44
2012-01-03,99.46,100.3,99.43,100.14
2012-01-04,100.12,100.2,99.05,99.29
2012-01-05,99.28,99.35,98.49,98.63
2012-01-06,98.64,98.85,97.87,97.87
2012-01-09,97.474,98.249,97.277,98.136
2012-01-10,98.15,98.46,97.96,98.14
2012-01-11,98.12,98.38,97.43,97.7
2012-01-12,97.69,98.55,97.66,98.37
2012-01-13,98.39,98.8,97.2,97.59
2012-01-16,97.19,97.39,97.03,97.15
2012-01-17,97.14,98.32,97.13,97.88
2012-01-18,97.885,98.868,97.682,98.689
2012-01-19,98.7,100.05,98.54,99.97
2012-01-20,99.97,100.32,99.42,99.61
2012-01-23,99.137,100.48,99.137,100.18
2012-01-24,100.17,101.3,100.01,101.19
2012-01-25,101.2,101.98,100.97,101.77
2012-01-26,101.78,102.21,101.41,101.5
2012-01-27,101.49,101.57,100.59,101.37
2012-01-30,101.44,101.45,99.99,100.35
2012-01-31,100.35,100.88,99.54,99.86
2012-02-01,99.86,100.7,99.24,100.33
2012-02-02,100.36,100.46,99.62,100.14
2012-02-03,100.14,100.87,99.92,100.78
2012-02-06,100.45,100.59,99.84,100.49
2012-02-07,100.47,101.99,100.37,101.86
2012-02-08,101.82,102.43,101.64,102.09
2012-02-09,102.11,103.3,101.85,103.16
2012-02-10,103.15,103.23,102.16,102.45
2012-02-13,102.81,103.19,102.17,102.18
2012-02-14,102.19,103.19,101.83,102.94
2012-02-15,102.95,103.48,102.19,102.36
2012-02-16,102.38,103.83,101.92,103.58
2012-02-17,103.58,104.67,103.43,104.54
2012-02-20,105.29,105.73,104.65,105.36
2012-02-21,105.37,105.99,105.03,105.51
2012-02-22,105.5,106.56,105.48,106.37
2012-02-23,106.36,107.01,106.15,106.95
2012-02-24,106.94,109.24,106.87,109.21
2012-02-27,109.83,109.83,107.19,107.8
2012-02-28,107.81,108.74,107.3,108.33
2012-02-29,108.33,108.72,107.88,108.29
2012-03-01,108.31,108.45,107.69,108.03
2012-03-02,108.03,108.45,107.57,107.98
2012-03-05,108.02,108.02,106.92,107.73
2012-03-06,107.73,107.87,105.63,105.89
2012-03-07,105.89,106.8,105.7,106.73
2012-03-08,106.72,108.47,106.6,108.26
2012-03-09,108.22,108.64,107.69,108.22
2012-03-12,108.15,108.3,107.5,108.28
2012-03-13,108.29,108.72,107.87,108.57
2012-03-14,108.57,109.37,108.37,109.12
